;label;text
1280;1;Hi, does anyone know where to access Binus Ebooks now?
1281;2;No one in my class has actually completed the Mobile Multimedia Solution project. It is extremely difficult, and no one in my group owns a Mac. Even when we borrow one, the time is very limited.
1282;1;Is the passing grade for a course determined by just the midterm score, the final exam score, or a combination of assignments, midterms, and finals?
1283;1;To those who are working on their thesis, stay strong. Do not leave your thesis blank, or it might turn into an ice cream shop.
1284;1;I posted an NGL before 2022 ended, but no one responded... it feels so disappointing.
1285;1;Goodbye, everyone. I am leaving Suncur. It is no longer fun. Thank you for the past two years.
1286;1;I think the Citizenship exam is more difficult than Pancasila or Religion.
1287;1;I like the darkness. There's something to the feeling of not knowing your surroundings, not seeing the color of things as they appear, but as they truly are. There's something about the unknown, the quiet, the cold. There's something unspoken about the dark, something I can never quite put words to. Something terrifying yet beautiful.
1288;0;What will you all be doing today? (Considering this is the last day of 2022.)
1289;1;If the car parking at Binus Alam Sutera is full, where else can I park with a cheap parking rate?
1290;2;L'ik'ik Talokan, you idiot.
1291;1;Please be patient... it is just accepting a friend request in a game. I have been busy since yesterday. It is really annoying, especially since I am not even close with the person.
1292;1;When will the PAPB results be announced? I forgot the date.
1293;1;Until we bloom again, my dandelions. I know I made you happy, but I suppose you are happier without me.
1294;0;Do you all have an assignment from BIFEST that requires submitting the community service?
1296;1;I felt completely blank when I saw the Object-Oriented Programming questions.
1298;0;What are your thoughts on the pros and cons of onsite and online exams?
1299;1;Why does it feel different when buying an item for 60 thousand with free shipping compared to buying something for 46 thousand plus 14 thousand for shipping?
1300;0;Is there any senior whose enrichment program is study abroad? I would like to ask a few questions.
1301;1;https://news.republika.co.id/berita/s7g4ft320/kecewa-pelayanan-kampus-binus-bekasi-orang-tua-mengadu-ke-menteri-nadiem What are your thoughts, everyone\
1302;1;To the person driving the white car inside the Anggrek campus, please do not speed in the campus area. There was a puddle and we got splashed. Thank you... I hope you become more aware.
1303;0;Does anyone know how to sync the Bimay schedule to Outlook?
1304;2;How would you feel if someone who was your junior in middle school suddenly confessed that they used to like you and still do until now? Honestly, I was really shocked… and they even said they would wait for me and my current partner to break up. That is serious.
1305;0;This is my made in heaven!
1306;1;Are the weekly quizzes on Saturdays in SOCS1 mandatory?
1307;1;Has anyone ever been to Beehub? Do you enter like normal, or is there a different procedure?
1308;0;Hello seniors, I am on my way to becoming a Binus Alam Sutera student in 2020.
1309;1;Am I the only one who has not received the class schedule, or is it the same for everyone?
1310;2;Why is it that I always get emotional when I am with my family…? Even the smallest things always manage to irritate me—whether it is my dad, mom, or sibling, it is all the same. But honestly, I am not the kind of person who gets angry easily… do you get what I mean?
1311;2;Flat is justice!!!
1312;1;Please share your experiences if you are currently doing a part-time job, internship, or working from home. Honestly, I am not someone who is active in campus organizations, so I have started looking for internships or part-time jobs, and I am around the middle semesters. Is organizational experience necessary to be accepted by a company even if it is just for an internship? Is it worth trying to apply for an internship even though I am not yet in semester five or above? Please share some tips on how to get accepted
1313;0;Please recommend a boarding house near Binus Syahdan that is still within walking distance, specifically for women—or if it is mixed, at least has separate floors.
1314;2;Yes, I understand the tasks are divided, but that does not mean you can do it carelessly. I still have to fix it again.
1315;1;Have you ever felt so tired, like, “What is the point of fighting for someone who does not want to be fought for? It is all meaningless.”
1316;1;Earlier I went to PIK 2 with my family. Along the way, there were banners showing a Thailand-themed park, and I thought it was already open since it said July. I thought, “Well, they finished the Prayer Park and Batavia PIK pretty fast,” so my parents and I planned to check it out. Halfway there, I noticed there were only one or two cars, mostly project vehicles. It turned out to be really far, we had to drive for an hour past Teluk Naga, Tangerang. And when we finally arrived, it was just an empty plot of land, and there was a giant billboard that said “This park will be built soon.”
1317;2;Have you ever seen a friend who just started trying to act rebellious… but ends up being forced and cringeworthy? At first, we actually wanted to help him gain popularity. But once he started getting some attention, he stepped on others and became full of himself. Honestly, I feel like I want to put him in his place, because this guy—excuse me—is kind of cringey. He is way too aware that he is handsome, but he is completely losing his grounding. He needs to realize that he is not the only good-looking person. If only he had some self-awareness, it would be easy to be friends with him. But like this? No way. I really feel like yelling in his face just to snap him back to reality.
1318;2;So what if you are an atheist? Do you think that makes you cool? If you want people to respect you, then you should also respect those who believe in God.
1319;2;I am so exhausted—the exams never end, and next week I already have a 7 a.m. class as the first session.
1320;1;Sometimes when I look at my boyfriend’s photo, I feel like he is not attractive. I often imagine a scenario where he disappoints me, and I tell myself I must be a strong woman who would leave him. But without realizing it, every time I hear a romantic song, I think of him. When I see a photo he sends, I smile to myself. Every time I find a funny meme, I immediately send it to him. When I watch videos recommending good food places, I put them on my wish list to visit together. I have become a fool because of love.
1321;2;The course I truly did not understand ended up scoring in the 60s, the course I was afraid of got me a score in the 80s, and the one I thought was just okay turned out to be in the 50s... I am confused.
1322;1;Why has the SAT score from the Dig In Himsisfo event not been updated?
1324;1;If we attend a Binus webinar, how long does it usually take for the SAT score to be updated?
1325;2;In the end, I will just be a clown.
1326;0;Do you believe in the benefits of rose quartz and similar things?
1327;1;I do not know, but something seems off in the comment section of the Indonesian language lecturer thread, or is it just me?
1328;1;Is it not time to make peace within ourselves?
1329;0;I laughed so hard seeing my friend’s status—his daily posts are always wild. And today he suddenly posted a story commemorating Isra Mi'raj.
1330;1;If I take the independent study program in semester 6, is it possible to take another internship in semester 7?
1331;1;If I lose everything, stumble, and fall, will you laugh at me?
1332;2;Seeing my friend living such a good life now makes me feel envious. I do not even know what her job is, but within just a month or two she has gone on trips to Bali, Labuan Bajo, Thailand, Singapore, and Jogja. From what I heard from our friends, the job consists only of women and they are provided with accommodation at all those places. Her lifestyle has changed so much. She used to tell stories about having to borrow money just to buy a gift for her boyfriend, working so hard for every little thing. Now she wears fully branded outfits from head to toe. Would you be tempted if you were me, even though I have no idea what her job actually is?
1333;1;Please list the courses whose lecturers have already confirmed that the final exam will be held onsite here, so that everyone can prepare well in advance.
1334;1;Have you ever experienced submitting your exam on the website, but it turns out it was not actually sent? Was it your mistake or the website’s?
1335;2;This is wild. My friend’s boyfriend was taken by a mistress. Now that same mistress is cheating with another guy, and they even did “that” together. And what is ridiculous is that my friend’s ex is still trying to hold on to her.
1336;1;I cry in private, but laugh in public. That is me.
1337;1;So you women have settled for a man who is only good at texting? Do not trust those kinds of tricks, these men can be very deceptive, you know.
1338;1;If someone gets sick, what is the procedure? I think I might have COVID but I am afraid that if I state it in the health declaration form, I will not be allowed to attend classes. Will it be switched to online?
1339;0;I am selling books that are still in very good condition. Where can I sell them?
1340;1;When talking to an ex, what are some nice topics to discuss? Any suggestions?
1341;2;Binus, please do not change the start date of Semester 4 suddenly. Have some consideration for students coming from out of town and those who have already planned vacations on those dates.
1342;1;Even Rexona can stay loyal at all times. Why can’t you?
1343;1;I am clearly asking for trouble. I only ate at 8 p.m. today, and now I am complaining about my ulcer acting up.
1344;1;My Instagram story only lasts for 24 hours. He was born just to be seen by you, so please take a look.
1345;2;So this is what it feels like to be late in submitting. I only had to upload it, and it would have been done. But the time ran out. I am so stupid, seriously.
1346;1;I feel jealous of those friendship circles where everyone is good-looking, smart, and close-knit.
1347;0;For those in B26 whose SAT score is already above 120, aside from me, who else is there? Please raise your hand.
1348;2;Hey, do you think we can still be together even though our music tastes are so different? I tried listening to the mixtape you gave me, but I honestly did not enjoy it.
1349;2;I feel so conflicted after stalking my dad (I already knew he remarried, and yes, my mom and he are divorced). When I saw his new family photos, I could not even explain how I felt—sad, maybe, but it is hard to describe. I am actually fine with him getting remarried, as long as he still fulfills his duties as a father. But even giving me one million rupiah a month requires me to beg him. Meanwhile, his younger child from his new wife goes to an international school. I mean, it is okay, but does it not seem unfair that only my mother is struggling so hard to support me, while he walks away from his responsibilities? That is why I do not care anymore what excuses he gives—whether he says he is sick or broke—I will keep asking him for what he owes, because I am just disappointed. He keeps saying he does not have money, then sends me a screenshot of his BCA bank balance, but I know he has another bank account. I used to always say, “It is okay, Dad, if you do not have money now, just do not forget next month.” But after I found out everything about his new family, I no longer know how I feel. Now I really have no empathy or pity for him at all, no matter if he is sick or anything. Do you think I am being cruel? Please be honest, I truly cannot judge myself. Sorry for the long story.
1350;2;How do you convince strict parents? It seems really difficult, does it not?
1351;2;It has been a few months and I have felt completely unmotivated. I have not done anything, whether studying or hobbies. I just want to sleep all the time. I used to enjoy playing games or drawing, but now I have no mood at all to do the two things I used to love.
1352;2;Because of the coronavirus, some companies are struggling financially. The parents who are supposed to pay for their children’s needs are also facing difficulties. Maybe that is why some parents end up arguing with their children. That is why there are so many complaints about payment. It is frustrating. It really is different for those whose parents are wealthy—money seems to just grow on trees for them.
1353;2;I just want to make my parents happy. Is that something so difficult to be granted? I just want a smooth life—university that goes well, not necessarily graduating with honors, but graduating as the best version of myself. I want to get an internship without too much difficulty, get exam scores that are not perfect but enough to pass, and find a job in a comfortable place where I can work without feeling burdened. Is such a simple life so difficult to attain? I do not care if my wishes are hard to fulfill, as long as my basic needs in life are always met without having to worry about tomorrow or even the future. God, please tell me—is that kind of life truly so difficult to be granted?
1354;0;Please let us go fully onsite so I can meet my crush every day.
1355;1;Binus Anggrek is so cold. I have been shivering in class this whole time.
1356;1;I am starting to feel bored with him. At the same time, there is another guy getting close to me, and he seems more fun. My boyfriend and I go to different universities. What do you think?
1357;2;There is a guy who seems to have a crush on me (I also like him back). We used to chat every day. But for the past two days, we have stopped chatting. However, when we met yesterday, we still acted as usual, and he even patted my head more often than before. But we have already stopped chatting. What do you think that means?
1358;2;Why is West Sumatra abbreviated as SUMBAR? Because if not revealed, it would be like our relationship that remains hidden.
1359;1;I did not expect people to actually start dating online through Zoom.
1360;0;I just realized that Binus LMS is the best compared to other universities. Especially with the new feature updates, although it still often has errors. Keep up the good work, IT division of Binus.
1361;0;What is going on with the revealing clothing at Binus lately? It sounds interesting.
1362;1;I feel like I have friends, but when I join them while they are going out, they are fine with it. Yet they never directly invite me themselves.
1363;1;Hi, I miss you, but it seems like you do not miss me. That is okay. I hope you are doing well.
1364;1;I feel so frustrated looking at the Binusfess account on Twitter. Were they not briefed for the midterms or taught how to reference properly?
1365;0;---------------
1366;0;For the senior students in computer science, does semester 4 involve a lot of group projects?
1367;2;That is such a clear red flag.
1368;1;I really want to break free, to free myself from something. I feel trapped, but I do not even know what I am trapped in anymore.
1369;1;It feels like I want to leave, but I do not have the courage to let go. It feels like I am trying to stay, but my heart no longer feels at ease.
1370;2;What is wrong with my schedule? My classes are overlapping between Syahdan and Anggrek. Should I split myself like an amoeba?
1371;1;Hello, fellow Sunibians. For next semester’s classes, are you choosing online or onsite?
1372;0;Has anyone ever had an individual final project? If so, which course was it for?
1373;0;Hello seniors, please help us by filling out this questionnaire for our project this semester https://forms.gle/aVyEHkKacBu4EaV97 Thank you to those who have already filled it out.
1374;1;"To all friends from Sunibcurhat, it would be best to resolve this issue in a family-like manner. As Binusians, we should uphold togetherness. Do not take matters into your own hands, do not accuse each other. Just forgive one another. The new year is approaching; let us not continue to fight. It is embarrassing. That is all from me, thank you. Greetings from Binusian 2009"
1375;0;It felt so good to be mentioned by my crush. It was amazing.
1376;1;I was bored during the online class, so I made popcorn. But it turned out the lecturer was explaining an assignment. The Zoom audio was overpowered by the sound of the popcorn.
1377;1;Young people who like listening to songs from the 1970s to 1990s, which can be considered old-fashioned—do you think that kind of taste is too old and outdated?
1378;2;Back then when I thought “all men are the same,” you said “not all men are like that, I would never leave you like that.” And I believed you. But now? You are the one who made me feel again that all men are the same.
1379;1;Earlier this afternoon, my head and body felt like they were shaking. I thought it was an earthquake. Apparently, it was not. I was just feeling unwell due to low blood pressure. But then I saw the news and it turned out there really was an earthquake. I just realized I am currently in Surabaya, not in Jakarta, so I did not feel it. By the way, my condolences to the victims of the earthquake. I sincerely apologize for not being able to send aid to the disaster location yet. But if I have the chance, I will donate whatever I can.
1380;1;They said it would be fully onsite, but why are all other subjects fully onsite while my entrepreneurship class is still fully online?
1381;0;https://sunibcurhat.com/secret/JTNr2K
1382;2;This circle of friends is truly toxic.
1383;1;If the exam is onsite later, I would be fine with it as long as I can choose the time. I tend to feel groggy and unable to think clearly in the morning. My brain only works properly at night.
1384;1;Guys, if you are too lazy or do not have time to submit your exam, just try to submit it no matter what, so you do not have to retake the course. If you truly cannot do it or are too lazy, then maybe just hire someone to do it rather than leave it blank and risk having to retake it. In my opinion, retaking a course is a waste of money and time. Do you agree?
1385;0;Does anyone already have the academic calendar for the even semester?
1386;1;Do we have to fill out the lecturer evaluation questionnaire? Will the lecturers be able to see our responses?
1387;1;A lot of people say “your face is funny” — do they think I am a clown?
1388;2;My friends have already dropped this midterm, and in the end, I did too because I stayed up late working on it.
1389;0;................
1390;1;To the senior guy from Binus TV, during the 10th Talk yesterday in the auditorium, we accidentally bumped into each other. I just want to say sorry.
1391;0;My account keeps getting auto-debited, damn
1392;1;My friend had a wet dream in the middle of the day, and somehow I was in that dream, and then he told me about it.
1393;0;Do you all know or have you heard of Bossman Mardigu?
1394;2;Please, Binus. The report from chapter 1 to 3 must be at least 15 pages, even for the independent study track, which is not that different from regular campus classes. Even for an actual internship, they still require a minimum of 15 pages. What is the point? It ends up just being used to wrap fried snacks. Sure, some of the results are stored on campus (although not always), but where do the printed and scribbled-on copies go? They just get thrown away.
1395;0;I want to be hugged all day
1396;0;Do not forget to be grateful today!
1397;2;What? Graduation 67 will be held at Sentul International Convention Center?
1398;1;Does anyone else feel like it is not right that after the orientation committee ended and we moved to Discord, it suddenly became really quiet?
1399;2;I took a 100-minute onsite final exam and my butt was already hurting from sitting on a wooden chair. What about next semester if we have two sessions = 200 minutes? Please upgrade, tuition fees are already very expensive.
1400;1;Wait, wait, wait... I received a 100% scholarship when I first entered Binus (a discount of about 30 million rupiah, I think), but I still paid around 17 million. What was that for?
1401;2;Where do you usually look for internships? I am confused about where else I should apply.
1402;1;How are the drivers of cars and motorcycles in Bekasi? I am not sure if I should bring my car or just use public transportation to go there
1403;1;Is the user with the name ntzn single?
1404;2;I am really annoyed with people who are in the group but only read messages. What are they thinking? Do they think only reading makes them look cool, or busy, or something? What is the point? Why act so distant with your own friends? Think a little. When someone is reaching out, it should be replied to. To everyone who is in a group chat, please do not ignore your friends. Whatever the message is, being left on read hurts. And to my new online friend: you know who you are.
1405;2;You said you are no longer ****** but in reality, you still are. Typical women.
1406;1;Is it okay if I do not attend the welcoming party?
1407;0;My blanket smells like you, damn.
1408;1;Suddenly there is an onsite class, and I do not even have a Flazz card yet.
1409;1;All you young wild girls, you are messing me up.
1410;2;Why does my younger sibling want to stay at the Wisma Atlet? I think they are starting to lose it...
1411;0;Why do most members of the military always look for a partner who works as a nurse?
1412;2;I really miss my old house before we moved, but I can never visit it. I can only look at it through Google Maps.
1413;1;Is it no longer possible to suggest jobs on the enrichment website?
1414;0;Let us check in here—who enjoys working part-time as a barista or anything else (please mention the job)?
1415;1;Hoping for nothing in return does not mean I was hoping to be treated badly.
1416;0;Is there any place to play billiards near Binus Kemanggisan?
1417;1;Tell us what your fetishes are.
1418;2;The Binusmaya mobile app is really terrible. When I want to check my GPA and Finance on Bimob, it always redirects me to the new app, but the new app does not even provide the data. Even if it does, I have to say the user experience is very bad. As a female student (me), it is so complicated and confusing just to access basic information. Thankfully, I am already in my final semester. I cannot imagine being a new student and having to actively use this app—I would have high blood pressure already.
1419;1;Admin, if possible, please just ban D's IP address so they cannot make another account again.
1420;1;It is better to show off your parents’ money than to show off your partner’s money.
1421;2;"Speaking of vaccine certificates; at Sunib there is a study abroad program, right? Well, my immune cells have already done their own research on foreign viruses. The viruses and the vaccines were imported, not local. That should be enough, no more enrichment needed."
1422;0;Does anyone know who created sunibcurhat?
1423;2;At this age, is it still possible to get taller? All of my friends are over 170 cm tall, and it makes me feel insecure.
1424;1;After an interview, if there is no further contact, does that mean I was not accepted?
1425;2;How do you get a friendly girl, sir and ma’am?
1426;1;I tried to maintain a healthy lifestyle by not sleeping too late, and earlier I went to bed at 8 p.m., but I woke up at 11 p.m. for no reason and could not fall back asleep.
1427;1;Back in my first semester, I was the type who dressed casually, was not neat, did not wear makeup, and did not wear perfume. My friends at the time happened to be all male. One day, we were walking, and a girl passed by—she smelled nice, looked neat, and wore makeup. Then my friend commented, “Girls who pass by smelling good and looking neat are nice to look at. You do not even have any scent and look messy.” That did not happen just once, but several times. Maybe for those of you who do not care about appearance, you might think, why even respond, it is our right. Well, in this case, if you often
1428;0;I like to compliment people instinctively when a friend shows me their photo. This afternoon, I instinctively said, “Wow, you look so good,” and they got flustered and even pushed me. I laughed so hard… The fun part about giving instinctive compliments is that people always get flustered.
1429;0;Hello everyone, next week I plan to try the gym for the first time. Do you have any tips for me about using the gym equipment?
1430;1;At the office, from 8 a.m. to 2 p.m. feels really fast. But from 2 p.m. to 5 p.m. feels extremely slow.
1431;1;When I stay at home, I feel bored. When I go to campus, I feel tired. So what should I do?
1432;2;Why does Binus make everything so difficult? I am in my fifth semester and I want to join the Kampus Merdeka program, but I am not allowed to. My friends from other universities are given the freedom to join. It is honestly embarrassing to say that Binus does not allow it. Back then, before the Kampus Merdeka program existed, the 3+1 program was something Binus was proud of. But now? Even getting an internship through Binus is more difficult than at other universities. As long as they get the money first, they do not care about student matters anymore.
1433;0;[Reminder] Choose Your Own Courses!
1434;2;Please tell me the steps for enrichment registration. I want to help my older sibling.
1435;0;Good luck to everyone who will take the Artificial Intelligence exam on-site tomorrow.
1436;2;Keep coding until I drop dead.
1437;0;https://www.haxball.com/play Let us play together.
1438;0;I am curious, if a post gets a lot of dislikes, will there be any consequences? Please try to DISLIKE this post as much as possible.
1439;0;Everyone, may I ask what the email address of SSC Kemanggisan is?
1440;0;Falling in love is not like falling from a tomato tree.
1441;1;Hey, the requirement says a minimum of 100 and a maximum of 150 words. Is it allowed to write more than that? Because it feels strange to stop right in the middle.
1442;1;Is it just me or has Binus been quite disorganized this semester in handling the courses? From unclear schedules to events that are said to be mandatory but come with no explanation. It is very difficult for those of us from out of town to plan things when everything from the university is unclear.
1443;2;Please share the answers for Beelingua English A2.2, everyone.
1444;1;I want to cry first.
1445;0;Hello everyone, our group needs respondents for a survey for our Software Engineering course assignment. Thank you for your time. https://forms.gle/CREDKKr4LN6Vi8nM8 Please help fill it out.
1447;0;Please invite Fujii Kaze, JVKE, and NewJeans to HITC this year so that I will not miss the chance to attend the concert.
1448;1;Dear Binus, if you want to conduct on-site examinations, we are ready to accept it. On-site exams are indeed more difficult, but we will still be prepared.
1449;1;I bought smashed fried chicken, but the chicken was not even smashed. That is ridiculous.
1450;1;I was made to feel comfortable, then left just like that, and it turns out they got back with their ex. Thank you for everything.
1451;1;Excuse me, Computer Science seniors, may I ask for your advice on how to catch up with the material until the sorting topic? My online judge scores keep turning red because I cannot solve them. I feel very insecure compared to those who are good at coding.
1452;1;Why do people with fair skin like to say 'oh no, I look darker now'? What do they mean by that, darker from which part? You do know how to distinguish colors, right?
1453;1;And please allow me to hold you just this once.
1454;1;How do you differentiate between getting close to someone and being in a situationship?
1455;1;Will there be a review session for the final exam later?
1456;1;Has Binus not changed its mind? COVID cases are rising again. I often hear from friends at other campuses (LSP*) that their classes are moved online because every week there is always at least one student who tests positive for COVID
1457;2;Is it not frustrating when you make plans far in advance, but then on the actual day they cancel? Like, what on earth?
1458;1;This time last year we were still on a video call until dawn during Ramadan
1459;1;What reflects my feelings for her now is that in the past, it was like a tight knot—really strong and could not be undone even if it hurt. But now it is like a ribbon. I still want us to be together, but if she chooses to walk away, I will not stop her. Because I do not want her to stay out of obligation. Love should grow naturally, not because it is forced. I am grateful that through this, I came to know that you have the same feelings and hopes as I do. Let it flow, just do our best, and hopefully, it ends the way we both hope.
1460;1;Ji Pyeong being sad makes me want to cry. He should just be with me so he can be a happy man instead.
1461;0;Coca-Cola... Coca-Colaaa..
1462;1;I quit SunCur, it is getting boring.
1463;1;I am quite shocked that some of my high school friends are already engaged, married, or even have kids. I know everyone has a different path, but it is still shocking.
1464;1;How nice, my friend already got help with assignments, yet still had the nerve to gossip.
1465;1;Why does time seem to pass so quickly when we are busy or have activities, but feel so slow when we are doing nothing?
1466;2;want to grow my nails long, but I like playing the guitar
1467;2;How are you still this useless, brother?
1468;1;There is one subject I have that is only worth one credit, and it has no midterm or final exam. So why do the girls get an average score of 85-90 while the guys only get 80-85? Do girls pay more for their tuition than guys? Why are their grades higher? I know the difference is small, only 5 to 10 points, but it still feels unfair, especially if the scores are based on group work and the girls did not even contribute at all
1469;0;Usually, when someone dies and their body is not complete, their spirit will wander and ask to be made whole again.
1470;2;Please, classmates, if someone asks something in the group chat, respond to it. If you do not know, then just say you do not know. Do not just ignore them!
1471;1;Stayed up late working on RMCS, now it is time to stay up again to prepare for Eid
1472;2;For those of you who complain about bad lab grades.That is why you should do the exercises properly, I pay attention when I teach. If you take it easy on me, I will take it easy on your grade. Put in some effort!
1473;1;Looking for someone to make a good PowerPoint presentation for me.
1474;1;Why do people who buy ice cream at McDonald's turn it upside down like that? Or is it actually a menu innovation?
1475;1;The older I get, the more socially withdrawn I become.
1476;1;Does anyone have information about upcoming seminars that offer student activity points? I really need one more.
1477;2;Sooner or later, I have to learn to put on makeup… but since my skin is rough and I have a lot of acne, I am honestly scared. But it is okay, I cannot wait until my skin is completely clear. Has anyone else experienced this?
1478;1;What kind of Instagram stories do you like to watch? I want to start posting more on my main account, but I do not know what to post.
1479;1;Next semester I will not be in the same class as my crush. What should I do, everyone?
1480;1;When someone else does something wrong, you want their identity to be exposed, but when it happens to you, you call it 'doxxing'... Sure thing, buddy
1481;2;When is the deadline to protest grades? Can I still do it tomorrow?
1482;1;Who here cannot comfort others when they are venting? Me!
1483;1;Currently at the stage where I want to finish midterms quickly, but I lose motivation while working on them
1484;1;The thing is, my head is so unclear, so many thoughts blurring my eyes which makes me really uncomfortable
1485;0;Good night, my angel. Rest peacefully over there. Haha.
1486;2;If a guy says he does not want to date because he is not financially stable, is that just an excuse for me to give up on him, or what? Because he clearly knows I like him. We have also had a few deep conversations late at night over calls, and I feel really comfortable with him, even though we have not known each other for a full month. His personality also makes me feel at ease. For your information, everyone, he is not the type to be a player. He also said it is okay to stay friends and keep calling, but I do not want that, because if I fall deeper for him, it would be bad. Besides, I have already decided to step back. Is that wrong? No, right? Time to move on!
1487;1;I want to ask, can the Binusian Flazz card be used to pay for KRL, JakLingko, and so on?
1488;1;Everyone, I want to ask something. I have a two-day meeting for a work-related event. Can I still fill in my student activity attendance online? Please give me the information. Thank you so much!
1489;1;Why do we have to pay for competitions? I cannot help but shake my head when I see it.
1490;1;Has anyone here not gotten an internship placement yet?
1491;0;How much budget is needed for a two-day trip to Singapore, including round-trip tickets and accommodation?
1492;2;I want to add a new submission but Bimay has been very slow since yesterday. I am tired of waiting, but I still cannot submit. I have to keep repeating it, and it feels like this will continue until the pandemic ends.
1493;0;Can someone give a recommendation for looking for a boarding house or apartment? Do you have any suggestions on which app to use?
1494;1;Is the new Bisanara experiencing an error right now?
1495;2;It is really better to be alone. I do not care about friends who only show up when they have problems, especially those related to their dramatic love lives like an Indosiar soap opera. When I have a problem, they say they are busy and have no time. That is so frustrating.
1496;1;Damn, I missed class again.
1497;0;Computer Technology, here we go.
1498;1;My friend wants to cosplay as Kirito at Impacnation on July 31. I do not know whether to feel proud or embarrassed.
1499;2;"There is this girl from my class. At first, I talked to her spontaneously without any intention. After that, she often started conversations with me. Her tone is very gentle, and sometimes she asks about things outside of college. When there are group assignments, she always wants to be in the same group as me. Sometimes she even calls me. What is going on? I am afraid she might like me, but I do not like her. I am scared of hurting her feelings. But if I ask, ""Do you like me?"" that would sound very weird."
1500;2;Please, how do you write Object-Oriented Programming code on paper?
1501;1;Lately I enjoy wearing a white shirt with a sweater on top. Please tell me, is it weird if the shirt used to be my school uniform?
1502;0;Finally became Male 19.
1503;1;Elite university, but Bimay makes things difficult for students.
1504;0;Is the standard double room at Binus Square (for two people) recommended? I mean the one in West Jakarta.
1505;1;Wait... there is a class on Saturday? I have not had a class on Saturday for a long time. Why not move it to Friday instead?
1506;1;Have fun overthinking.
1507;1;Is anyone joining the Blackpink ticket war?
1508;0;What do we need to bring for the operating systems exam?
1509;1;Sometimes I get really annoyed with people who take days to reply to messages without any explanation. And in the end, they just leave my question on read. They act like they are busier than the president.
1510;2;I cannot even understand what is going on in regular classes. How am I supposed to learn anything in online classes? I feel like I am becoming stupid.
1511;1;Every day I keep checking Outlook to see whether I have been accepted by an internship company or not.
1512;1;After what happened last night, I no longer trust women. How can we sincerely give, but they only accept not because they need it, but because they want to take advantage of us?
1513;1;Father: Why go to college if you are not happy? You should change your major. I just want you to be happy. Me: Dad, if being happy was that simple, I would have dropped out in second grade. It is not that I hate college, I just do not enjoy math or memorization. Honestly, I am lazy, but life cannot be based on laziness. It is time for me to learn responsibility. Father: (thumbs up)
1514;1;This house believes that people who dislike mint and matcha are weak individuals.
1515;1;Classes are mostly online, internships are work-from-home, and all my friends are girls... Oh no, how am I supposed to get a girlfriend like this?
1516;0;Guys, please recommend some movies in the family, comedy, action, or sci-fi genre on HBO so that I have other reasons to watch besides just watching Euphoria.
1517;1;It is sad that I downloaded so many dating apps, but when I finally get a match, they are all weird. Just getting a match feels like a miracle.
1518;1;Does anyone also have a Capstone project due before Christmas?
1519;1;Sorry if this sounds silly, but does the grade from the first semester midterms have a big impact on future grades? Like on GPA or something?
1520;1;I already paid Binus last Thursday through e-banking. I also sent an email about the transfer, and Binus replied last Saturday saying they would check and confirm. But until now, I still cannot take the exam. I have to wait for SSC to open, but I am already panicking.
1521;1;People with the initial R are really unsettling, right?
1522;1;I want to go on a staycation with my partner. Do you have any tips on how to ask for permission from my parents? By the way, we usually do video calls or phone calls around two to three times a day.
1523;2;One day, you will feel what I am feeling right now, and then you will understand why I am like this. It really hurts.
1524;0;Please comment, how much is the average monthly allowance of a Binus student?
1525;1;Without me, you are nothing.
1526;2;Wow, the break from the even to the odd semester is two months. Why is it not three months?
1527;1;It is alright to be a loser today, as long as I become a winner tomorrow.
1528;0;Are there any Genshin Impact players here? Please share your UID, I want to make new friends.
1529;0;Guys, I need a financial calculator for the midterm on the 18th. If anyone is willing to lend me one, please comment, and I will send you a message.
1530;1;Seriously, we only ever chat to talk about assignments.
1531;1;Has anyone ever applied to become an iBuddy? Is it difficult to get accepted? Thank you.
1532;1;I am tired, but what else can I do..
1533;0;I dreamt of being hugged last night. It felt good. Thank you, dream.
1534;2;How do you ask for permission from your parents to live in a boarding house so that they will allow it? Honestly, I do not feel comfortable staying at home all the time, especially during college like this..
1535;1;I call her babe, but she calls me bro.
1536;2;Good luck on the Computer Technology final exam, everyone. I hope you all get good grades, amen.
1537;1;Am I the only one who often feels like the kitchen can smell really bad, like something rotten? Sometimes it is really strange. Why can it be like that? (5th floor)
1538;1;Do not worry, you are being loved madly by me. I even love you more than I love myself. That is what I said to the woman who brought me peace, even though I am not the one she needs.
1539;1;Never mind, I already found out. Just ignore it.
1540;1;Yesterday it still said 18, female. Now it already says 19, female.
1541;2;I feel like I want to turn back time. The signs were already there from the beginning, so why did I just realize it now? On the other hand, I do not want to be delusional, but based on the signs from Google, 80-90% match the characteristics that indicate she has a crush on me. What should I do now?
1542;2;To the student with the initials A and ending with L, please pay your debt of 350 thousand plus 50 thousand, a total of 400 thousand! It has been almost 9 months! No wonder many people are annoyed with you!
1543;0;Happy celebration of the Ascension of Jesus Christ. May the Lord Jesus bless you.
1544;1;Why are so many people complaining about parking fees? As far as I know, for motorcycles, no matter how long, the maximum fee is four thousand rupiah. But I am not sure how the system works for cars.
1545;2;That is crazy. There is no more DHD, and now one session is 100 minutes. So for example, if there used to be two credits at the same time, now it is really split into two sessions (200 minutes).
1546;2;"Me: ""I wish the registration for onsite classes would open again."" Also me right now after being messaged by SSC that onsite classes are open again: ""Hmm... should I register... but I feel a bit lazy..."" Typical me."
